,event_type,strength_state
101743,missed-shot,5v5
101744,missed-shot,5v5
101748,shot-on-goal,5v5
101750,shot-on-goal,5v5
101752,shot-on-goal,5v5
101759,missed-shot,5v5
101760,shot-on-goal,5v5
101762,shot-on-goal,5v5
101764,missed-shot,5v5
101771,shot-on-goal,5v5
101773,shot-on-goal,5v5
101779,shot-on-goal,5v5
101780,shot-on-goal,5v5
101786,shot-on-goal,5v5
101787,missed-shot,5v5
101790,missed-shot,5v5
101792,shot-on-goal,5v5
101793,missed-shot,5v5
101794,shot-on-goal,5v5
101798,missed-shot,5v5
101801,shot-on-goal,5v5
101806,shot-on-goal,5v5
101812,shot-on-goal,5v5
101827,missed-shot,5v5
101828,missed-shot,5v5
101833,shot-on-goal,5v5
101835,shot-on-goal,5v5
101837,missed-shot,5v5
101849,shot-on-goal,5v5
101853,shot-on-goal,5v5
101855,shot-on-goal,5v5
101856,missed-shot,5v5
101858,missed-shot,5v5
101860,shot-on-goal,5v5
101862,shot-on-goal,5v5
101863,missed-shot,5v5
101875,missed-shot,5v5
101876,missed-shot,5v5
101878,shot-on-goal,5v5
101886,shot-on-goal,5v5
101888,missed-shot,5v5
101890,shot-on-goal,5v5
101891,missed-shot,5v5
101901,shot-on-goal,5v4
101902,shot-on-goal,5v4
101903,goal,5v4
101906,shot-on-goal,5v5
101910,shot-on-goal,5v5
101914,missed-shot,Other
101915,shot-on-goal,Other
101917,shot-on-goal,Other
101920,shot-on-goal,Other
101925,missed-shot,5v5
101934,missed-shot,Other
101935,missed-shot,Other
101937,shot-on-goal,5v4
101939,shot-on-goal,5v4
101948,shot-on-goal,5v5
101949,shot-on-goal,5v5
101952,missed-shot,5v5
101955,goal,5v5
101959,missed-shot,5v5
101960,shot-on-goal,5v5
101963,shot-on-goal,5v5
101967,shot-on-goal,5v5
101968,shot-on-goal,5v5
101971,missed-shot,5v5
101973,missed-shot,5v5
101975,shot-on-goal,5v5
101976,goal,5v5
101981,shot-on-goal,5v5
101984,shot-on-goal,5v5
101985,shot-on-goal,5v5
101988,shot-on-goal,5v5
101994,shot-on-goal,5v5
101995,shot-on-goal,5v5
101996,shot-on-goal,5v5
102004,shot-on-goal,5v5
102006,shot-on-goal,5v5
102008,shot-on-goal,5v5
102009,shot-on-goal,5v5
102015,goal,5v4
102017,shot-on-goal,5v5
102018,missed-shot,5v5
102022,missed-shot,5v4
102023,shot-on-goal,5v4
102024,shot-on-goal,5v4
102025,shot-on-goal,5v4
102026,shot-on-goal,5v4
102028,shot-on-goal,5v4
102031,shot-on-goal,5v5
102033,shot-on-goal,5v5
102037,shot-on-goal,5v5
102039,shot-on-goal,5v5
102047,shot-on-goal,5v5
102049,shot-on-goal,5v5
102050,shot-on-goal,5v5
102056,shot-on-goal,5v5
102057,shot-on-goal,5v5
102066,shot-on-goal,5v5
102074,missed-shot,5v5
102075,missed-shot,5v5
102079,shot-on-goal,5v5
102080,shot-on-goal,5v5
102082,shot-on-goal,5v5
102083,shot-on-goal,5v5
102085,missed-shot,5v5
102086,shot-on-goal,5v5
102089,missed-shot,5v5
102092,goal,5v5
102095,shot-on-goal,5v5
102098,shot-on-goal,5v5
102100,shot-on-goal,5v5
102101,goal,5v5
102103,shot-on-goal,5v5
102105,shot-on-goal,5v5
102108,shot-on-goal,5v5
102112,missed-shot,5v5
102114,shot-on-goal,5v5
102116,shot-on-goal,5v5
102117,shot-on-goal,5v5
102118,shot-on-goal,5v5
102119,shot-on-goal,5v5
102121,shot-on-goal,5v5
102124,goal,5v5
102128,shot-on-goal,5v5
102130,shot-on-goal,5v5
102132,shot-on-goal,5v5
102136,missed-shot,5v5
102141,goal,4v5
102147,shot-on-goal,5v5
102151,shot-on-goal,5v5
102152,missed-shot,5v5
102155,shot-on-goal,5v5
102157,missed-shot,5v5
102162,shot-on-goal,5v5
102164,shot-on-goal,5v5
102167,missed-shot,5v5
102170,missed-shot,5v5
102172,shot-on-goal,5v5
102173,missed-shot,5v5
102175,shot-on-goal,5v5
102184,shot-on-goal,5v5
102186,shot-on-goal,5v5
102193,shot-on-goal,5v5
102194,shot-on-goal,5v5
102196,shot-on-goal,5v5
102197,goal,5v5
102201,shot-on-goal,5v5
102202,shot-on-goal,5v5
102206,missed-shot,5v4
102207,shot-on-goal,5v4
102208,shot-on-goal,5v4
102211,shot-on-goal,5v5
102220,missed-shot,5v5
102222,shot-on-goal,5v5
102223,missed-shot,5v5
102225,shot-on-goal,5v5
102228,missed-shot,5v5
102232,shot-on-goal,5v4
102237,goal,5v4
102252,shot-on-goal,5v5
102254,shot-on-goal,5v5
102261,shot-on-goal,5v4
102262,shot-on-goal,5v4
102263,goal,5v4
102268,shot-on-goal,5v5
102270,shot-on-goal,5v5
102272,shot-on-goal,5v5
102274,missed-shot,5v5
102277,shot-on-goal,5v5
102284,shot-on-goal,5v5
102287,shot-on-goal,5v5
102291,shot-on-goal,5v5
102293,missed-shot,5v5
102299,shot-on-goal,5v5
102300,shot-on-goal,5v5
102305,shot-on-goal,5v5
102307,missed-shot,5v5
102311,missed-shot,5v5
102314,shot-on-goal,5v5
102320,missed-shot,5v5
102326,shot-on-goal,5v4
102337,missed-shot,5v5
102339,missed-shot,5v5
102340,shot-on-goal,5v5
102343,shot-on-goal,5v5
102345,missed-shot,5v5
102356,missed-shot,5v5
102357,missed-shot,5v5
102358,shot-on-goal,5v5
102363,missed-shot,5v4
102366,missed-shot,5v4
102372,shot-on-goal,5v5
102375,missed-shot,5v5
102377,shot-on-goal,5v5
102381,missed-shot,5v5
102384,missed-shot,5v5
102385,shot-on-goal,5v5
102387,shot-on-goal,5v5
102395,shot-on-goal,4v5
102408,shot-on-goal,5v5
102409,shot-on-goal,5v5
102410,shot-on-goal,5v5
102415,shot-on-goal,5v5
102417,shot-on-goal,5v5
102420,shot-on-goal,5v5
102427,shot-on-goal,5v4
102428,goal,5v4
102431,shot-on-goal,5v5
102434,shot-on-goal,5v5
102440,shot-on-goal,5v4
102455,shot-on-goal,5v5
102461,shot-on-goal,5v5
102463,shot-on-goal,5v5
102465,shot-on-goal,5v5
102466,shot-on-goal,5v5
102468,shot-on-goal,5v5
102471,shot-on-goal,5v5
102475,shot-on-goal,Other
102479,shot-on-goal,Other
102481,goal,Other
102483,shot-on-goal,5v5
102486,shot-on-goal,5v5
102493,shot-on-goal,5v5
102497,goal,5v5
102501,missed-shot,5v5
102507,shot-on-goal,5v4
102508,shot-on-goal,5v5
102509,shot-on-goal,5v5
102510,shot-on-goal,5v5
102512,shot-on-goal,5v5
102529,missed-shot,5v5
102531,shot-on-goal,5v5
102532,missed-shot,5v5
102533,shot-on-goal,5v5
102541,shot-on-goal,5v5
102543,shot-on-goal,5v5
102548,missed-shot,5v4
102549,missed-shot,5v4
102550,missed-shot,5v4
102551,missed-shot,5v4
102553,goal,4v5
102555,shot-on-goal,5v5
102560,shot-on-goal,5v4
102566,shot-on-goal,5v5
102567,shot-on-goal,5v5
102571,shot-on-goal,5v5
102572,missed-shot,5v5
102573,shot-on-goal,5v5
102574,missed-shot,5v5
102575,shot-on-goal,5v5
102578,shot-on-goal,5v5
102584,shot-on-goal,5v4
102585,missed-shot,5v4
102586,shot-on-goal,4v5
102587,goal,4v5
102591,missed-shot,5v5
102592,shot-on-goal,5v5
102593,shot-on-goal,5v5
102595,shot-on-goal,5v5
102597,shot-on-goal,5v5
102598,missed-shot,5v5
102605,shot-on-goal,5v5
102606,shot-on-goal,5v5
102607,missed-shot,5v5
102613,shot-on-goal,5v5
102615,missed-shot,5v5
102616,shot-on-goal,5v5
102617,shot-on-goal,5v5
102618,shot-on-goal,5v5
102619,shot-on-goal,5v5
102620,shot-on-goal,5v5
102621,shot-on-goal,5v5
102625,shot-on-goal,5v5
102627,shot-on-goal,5v5
102634,shot-on-goal,5v4
102638,missed-shot,5v4
102639,shot-on-goal,5v4
102645,shot-on-goal,5v5
102648,shot-on-goal,5v5
102650,goal,5v5
102652,shot-on-goal,5v5
102655,missed-shot,5v5
102656,shot-on-goal,5v5
102659,shot-on-goal,5v5
102664,shot-on-goal,5v4
102665,shot-on-goal,5v4
102667,shot-on-goal,5v4
102668,missed-shot,5v4
102671,missed-shot,Other
102672,goal,Other
102674,shot-on-goal,5v4
102676,shot-on-goal,5v4
102678,goal,5v5
102680,shot-on-goal,5v5
102684,missed-shot,5v5
102685,shot-on-goal,5v5
102686,missed-shot,5v5
102693,goal,5v5
102700,shot-on-goal,Other
102701,shot-on-goal,Other
102706,shot-on-goal,5v5
102713,missed-shot,5v5
102716,shot-on-goal,5v5
102719,shot-on-goal,5v5
102723,shot-on-goal,5v5
102724,missed-shot,5v5
102737,missed-shot,5v5
102740,shot-on-goal,5v4
102741,shot-on-goal,5v4
102742,missed-shot,5v4
102744,shot-on-goal,5v4
102745,shot-on-goal,5v4
102746,shot-on-goal,5v4
102750,shot-on-goal,5v4
102754,shot-on-goal,5v5
102755,shot-on-goal,5v5
102763,shot-on-goal,5v5
102768,shot-on-goal,5v5
102771,shot-on-goal,5v5
102775,shot-on-goal,5v5
102776,shot-on-goal,5v5
102781,shot-on-goal,4v5
102784,shot-on-goal,4v5
102785,shot-on-goal,4v5
102793,shot-on-goal,5v4
102794,shot-on-goal,5v4
102795,missed-shot,5v4
102800,shot-on-goal,Other
102803,goal,Other
102807,shot-on-goal,5v4
102812,shot-on-goal,5v5
102825,shot-on-goal,5v4
102833,shot-on-goal,5v4
102842,missed-shot,5v5
102843,missed-shot,5v5
102850,missed-shot,5v5
102853,shot-on-goal,5v5
102854,missed-shot,5v5
102858,shot-on-goal,5v5
102860,shot-on-goal,5v5
102864,shot-on-goal,5v5
102869,shot-on-goal,5v5
102871,shot-on-goal,5v5
102877,shot-on-goal,5v5
102879,missed-shot,5v5
102881,missed-shot,5v5
102883,shot-on-goal,5v5
102892,missed-shot,5v5
102896,shot-on-goal,5v5
102904,missed-shot,5v5
102906,shot-on-goal,5v5
102913,shot-on-goal,5v5
102914,missed-shot,5v5
102915,missed-shot,5v5
102918,shot-on-goal,5v5
102919,missed-shot,5v5
102924,shot-on-goal,5v5
102928,shot-on-goal,5v5
102929,shot-on-goal,5v5
102930,shot-on-goal,5v5
102932,shot-on-goal,5v5
102937,shot-on-goal,5v5
102941,shot-on-goal,5v5
102942,missed-shot,5v5
102944,missed-shot,5v5
102945,missed-shot,5v5
102954,shot-on-goal,5v4
102958,shot-on-goal,5v4
102959,shot-on-goal,5v4
102962,shot-on-goal,5v4
102969,shot-on-goal,5v5
102972,missed-shot,5v5
102973,missed-shot,5v5
102979,missed-shot,5v4
102980,shot-on-goal,5v4
102984,shot-on-goal,5v5
102992,shot-on-goal,5v4
102996,missed-shot,5v5
103007,shot-on-goal,5v5
103013,shot-on-goal,5v5
103021,goal,Other
103023,shot-on-goal,5v5
103024,shot-on-goal,5v5
103027,shot-on-goal,5v5
103034,missed-shot,Other
103038,shot-on-goal,4v5
103043,shot-on-goal,5v4
103044,goal,5v5
103046,shot-on-goal,5v5
103047,shot-on-goal,5v5
103054,missed-shot,5v5
103057,shot-on-goal,5v5
103063,shot-on-goal,5v5
103065,shot-on-goal,5v5
103066,shot-on-goal,5v5
103068,shot-on-goal,5v5
103069,shot-on-goal,5v5
103071,shot-on-goal,5v5
103072,shot-on-goal,5v5
103074,missed-shot,5v5
103075,shot-on-goal,5v5
103079,missed-shot,5v5
103082,shot-on-goal,5v5
103090,shot-on-goal,5v5
103101,shot-on-goal,5v5
103107,shot-on-goal,5v4
103110,goal,5v4
103114,goal,5v5
103116,shot-on-goal,5v5
103122,shot-on-goal,5v5
103124,shot-on-goal,5v5
103130,missed-shot,Other
103132,shot-on-goal,Other
103133,shot-on-goal,Other
103137,shot-on-goal,5v4
103145,shot-on-goal,5v4
103151,shot-on-goal,5v5
103154,shot-on-goal,5v5
103155,shot-on-goal,5v5
103162,shot-on-goal,5v5
103164,shot-on-goal,5v5
103173,shot-on-goal,5v5
103174,shot-on-goal,5v5
103177,shot-on-goal,5v5
103178,shot-on-goal,5v5
103181,shot-on-goal,5v4
103183,shot-on-goal,5v4
103186,shot-on-goal,5v5
103190,shot-on-goal,5v5
103192,shot-on-goal,5v5
103193,shot-on-goal,5v5
103201,shot-on-goal,5v4
103202,goal,5v4
103205,shot-on-goal,5v5
103206,missed-shot,5v5
103207,shot-on-goal,5v5
103210,shot-on-goal,5v5
103211,shot-on-goal,5v5
103215,missed-shot,5v5
103217,shot-on-goal,5v5
103219,missed-shot,5v5
103220,missed-shot,5v5
103226,shot-on-goal,5v5
103229,shot-on-goal,5v5
103233,shot-on-goal,5v5
103235,shot-on-goal,5v5
103239,shot-on-goal,5v5
103253,shot-on-goal,5v4
103254,shot-on-goal,5v4
103257,shot-on-goal,5v5
103259,missed-shot,5v5
103264,shot-on-goal,5v5
103268,shot-on-goal,Other
103270,missed-shot,Other
103273,goal,Other
103275,goal,5v5
103277,shot-on-goal,5v5
103278,shot-on-goal,5v5
103283,missed-shot,5v5
103291,missed-shot,5v5
103292,shot-on-goal,5v5
103300,shot-on-goal,5v5
103304,missed-shot,5v5
103305,missed-shot,5v5
103306,shot-on-goal,5v5
103313,shot-on-goal,5v5
103316,shot-on-goal,5v5
103320,shot-on-goal,5v5
103321,shot-on-goal,5v5
103323,shot-on-goal,5v5
103325,shot-on-goal,5v5
103330,missed-shot,5v5
103335,shot-on-goal,5v5
103339,shot-on-goal,4v5
103342,missed-shot,Other
103348,shot-on-goal,5v4
103351,missed-shot,5v4
103358,shot-on-goal,5v5
103365,shot-on-goal,5v5
103371,missed-shot,5v5
103373,shot-on-goal,5v5
103380,shot-on-goal,5v5
103385,missed-shot,5v5
103387,shot-on-goal,5v5
103392,goal,5v5
103396,shot-on-goal,5v5
103404,missed-shot,5v5
103407,missed-shot,5v5
103408,shot-on-goal,5v5
103410,shot-on-goal,5v5
103419,shot-on-goal,5v5
103420,shot-on-goal,5v5
103426,shot-on-goal,5v5
103429,missed-shot,5v5
103432,shot-on-goal,5v5
103434,shot-on-goal,5v5
103435,shot-on-goal,5v5
103436,missed-shot,5v5
103437,missed-shot,5v5
103440,missed-shot,5v5
103441,shot-on-goal,5v5
103449,shot-on-goal,5v5
103451,shot-on-goal,5v5
103453,shot-on-goal,5v5
103460,missed-shot,5v5
103461,shot-on-goal,5v5
103462,shot-on-goal,5v5
103464,shot-on-goal,5v5
103465,shot-on-goal,5v5
103468,shot-on-goal,5v4
103469,goal,5v4
103478,missed-shot,5v5
103480,shot-on-goal,5v5
103485,missed-shot,5v5
103487,shot-on-goal,5v5
103489,shot-on-goal,5v5
103495,missed-shot,5v5
103497,shot-on-goal,5v5
103498,shot-on-goal,5v5
103500,missed-shot,5v5
103504,shot-on-goal,5v5
103506,shot-on-goal,5v5
103511,shot-on-goal,5v5
103525,shot-on-goal,5v5
103528,missed-shot,5v5
103537,shot-on-goal,5v5
103539,shot-on-goal,5v5
103541,shot-on-goal,5v5
103546,shot-on-goal,5v5
103549,missed-shot,5v5
103550,shot-on-goal,5v5
103556,shot-on-goal,5v5
103559,shot-on-goal,5v5
103571,shot-on-goal,5v5
103576,shot-on-goal,5v5
103578,shot-on-goal,5v5
103582,shot-on-goal,5v5
103583,missed-shot,5v5
103586,shot-on-goal,5v5
103589,missed-shot,5v5
103594,missed-shot,5v5
103595,missed-shot,5v5
103602,shot-on-goal,5v5
103604,missed-shot,5v5
103606,shot-on-goal,5v5
103607,missed-shot,5v5
103610,missed-shot,5v5
103615,missed-shot,5v5
103620,shot-on-goal,5v5
103624,shot-on-goal,5v4
103625,missed-shot,5v4
103626,shot-on-goal,5v4
103634,shot-on-goal,5v5
103635,goal,5v5
103637,shot-on-goal,5v5
103638,shot-on-goal,5v5
103643,missed-shot,5v4
103645,shot-on-goal,5v4
103648,shot-on-goal,Other
103649,goal,5v4
103657,missed-shot,5v5
103659,shot-on-goal,5v5
103660,shot-on-goal,5v5
103662,shot-on-goal,5v5
103663,shot-on-goal,5v5
103665,goal,5v5
103670,missed-shot,5v5
103671,goal,5v5
103676,shot-on-goal,5v5
103678,shot-on-goal,5v5
103681,shot-on-goal,5v5
103684,shot-on-goal,5v5
103686,shot-on-goal,5v5
103687,missed-shot,5v5
103691,missed-shot,5v5
103693,shot-on-goal,5v5
103696,shot-on-goal,5v5
103699,missed-shot,5v5
103704,shot-on-goal,5v5
103705,shot-on-goal,5v5
103711,shot-on-goal,4v5
103715,missed-shot,5v4
103716,missed-shot,5v4
103717,shot-on-goal,5v4
103719,shot-on-goal,5v5
103721,shot-on-goal,5v5
103722,shot-on-goal,5v5
103726,shot-on-goal,5v5
103728,missed-shot,5v5
103729,shot-on-goal,5v5
103734,shot-on-goal,5v4
103737,shot-on-goal,4v5
103740,goal,5v4
103748,missed-shot,5v5
103754,shot-on-goal,5v5
103755,shot-on-goal,5v5
103760,shot-on-goal,5v5
103762,missed-shot,5v5
103763,shot-on-goal,5v5
103764,shot-on-goal,5v5
103768,shot-on-goal,5v5
103774,shot-on-goal,5v5
103780,shot-on-goal,5v5
103782,shot-on-goal,5v5
103784,shot-on-goal,5v5
103785,missed-shot,5v5
103791,shot-on-goal,5v5
103797,shot-on-goal,5v5
103799,missed-shot,5v5
103801,goal,5v5
103803,goal,5v5
103807,missed-shot,5v5
103815,shot-on-goal,5v5
103816,missed-shot,5v5
103818,missed-shot,5v5
103822,shot-on-goal,5v5
103826,missed-shot,5v4
103830,shot-on-goal,5v4
103831,shot-on-goal,5v5
103837,shot-on-goal,5v4
103843,shot-on-goal,5v5
103847,missed-shot,5v5
103852,missed-shot,5v5
103853,missed-shot,5v5
103855,shot-on-goal,5v5
103860,shot-on-goal,5v5
103863,missed-shot,5v4
103870,missed-shot,5v5
103871,goal,5v5
103873,missed-shot,5v5
103875,shot-on-goal,5v5
103881,missed-shot,5v5
103885,missed-shot,5v5
103890,missed-shot,5v5
103893,shot-on-goal,5v5
103898,shot-on-goal,5v5
103900,shot-on-goal,5v5
103904,shot-on-goal,5v5
103906,shot-on-goal,5v5
103908,shot-on-goal,5v5
103909,shot-on-goal,5v5
103910,missed-shot,5v5
103911,shot-on-goal,5v5
103913,shot-on-goal,5v5
103917,shot-on-goal,5v5
103919,shot-on-goal,5v5
103921,shot-on-goal,5v5
103924,missed-shot,5v5
103926,missed-shot,5v5
103929,shot-on-goal,5v5
103931,shot-on-goal,5v5
103935,shot-on-goal,5v4
103936,shot-on-goal,5v4
103938,shot-on-goal,5v5
103941,shot-on-goal,5v5
103942,shot-on-goal,5v5
103949,missed-shot,5v5
103952,shot-on-goal,5v5
103954,missed-shot,5v5
103955,missed-shot,5v5
103959,shot-on-goal,5v5
103970,shot-on-goal,5v4
103974,shot-on-goal,5v5
103980,shot-on-goal,5v5
103981,shot-on-goal,5v5
103983,shot-on-goal,5v5
103985,shot-on-goal,5v5
103987,missed-shot,5v5
103990,missed-shot,5v4
103991,missed-shot,5v4
103992,missed-shot,5v4
103998,missed-shot,5v5
103999,missed-shot,5v5
104002,shot-on-goal,5v5
104003,missed-shot,5v5
104004,shot-on-goal,5v5
104009,shot-on-goal,5v5
104010,goal,5v5
104012,shot-on-goal,5v5
104016,shot-on-goal,5v5
104017,shot-on-goal,5v5
104019,shot-on-goal,5v5
104024,missed-shot,5v5
104027,missed-shot,5v5
104028,shot-on-goal,5v5
104031,goal,5v5
104034,shot-on-goal,5v5
104038,shot-on-goal,Other
104039,missed-shot,Other
104043,shot-on-goal,5v5
104046,shot-on-goal,5v5
104059,shot-on-goal,5v4
104061,shot-on-goal,4v5
104064,shot-on-goal,5v4
104065,shot-on-goal,5v4
104070,shot-on-goal,4v5
104072,shot-on-goal,4v5
104073,shot-on-goal,5v4
104074,missed-shot,5v4
104077,shot-on-goal,5v5
104080,missed-shot,5v5
104081,shot-on-goal,5v5
104082,shot-on-goal,5v5
104088,shot-on-goal,5v5
104091,shot-on-goal,5v5
104092,shot-on-goal,5v5
104105,shot-on-goal,5v5
104112,missed-shot,5v4
104114,shot-on-goal,4v5
104117,shot-on-goal,5v5
104118,shot-on-goal,5v5
104122,shot-on-goal,5v4
104123,missed-shot,5v4
104124,missed-shot,5v4
104128,shot-on-goal,4v5
104132,shot-on-goal,5v5
104133,goal,5v5
104140,shot-on-goal,5v5
104144,missed-shot,5v5
104147,missed-shot,5v5
104154,shot-on-goal,5v5
104155,shot-on-goal,5v5
104158,goal,5v5
104160,shot-on-goal,5v5
104162,shot-on-goal,5v5
104164,missed-shot,5v5
104165,missed-shot,5v5
104171,missed-shot,5v5
104174,shot-on-goal,5v5
104175,shot-on-goal,5v5
104177,shot-on-goal,5v5
104181,missed-shot,5v5
104183,missed-shot,5v5
104186,shot-on-goal,5v5
104188,missed-shot,5v5
104192,shot-on-goal,5v5
104194,shot-on-goal,5v5
104208,missed-shot,5v5
104212,shot-on-goal,5v5
104221,missed-shot,5v4
104222,missed-shot,5v4
104223,goal,5v4
104230,shot-on-goal,4v5
104235,missed-shot,5v5
104236,shot-on-goal,5v5
104237,shot-on-goal,5v5
104240,missed-shot,5v5
104243,shot-on-goal,5v5
104244,shot-on-goal,5v5
104245,shot-on-goal,5v5
104247,missed-shot,5v5
104251,shot-on-goal,5v4
104253,goal,5v4
104257,shot-on-goal,5v5
104261,missed-shot,5v5
104263,shot-on-goal,5v5
104264,shot-on-goal,5v5
104266,shot-on-goal,5v5
104268,missed-shot,5v5
104269,shot-on-goal,5v5
104270,shot-on-goal,5v5
104272,missed-shot,5v5
104273,shot-on-goal,5v5
104275,shot-on-goal,5v5
104276,goal,5v5
104278,shot-on-goal,5v5
104282,shot-on-goal,5v5
104283,shot-on-goal,5v5
104287,shot-on-goal,5v5
104291,shot-on-goal,5v5
104293,shot-on-goal,5v5
104301,shot-on-goal,Other
104311,shot-on-goal,5v5
104313,shot-on-goal,5v5
104321,shot-on-goal,5v5
104323,shot-on-goal,5v5
104324,shot-on-goal,5v5
104326,goal,5v5
104330,missed-shot,5v5
104334,missed-shot,5v5
104336,missed-shot,5v5
104337,shot-on-goal,5v5
104340,missed-shot,5v5
104341,missed-shot,5v5
104344,missed-shot,5v5
104345,shot-on-goal,Other
104348,shot-on-goal,5v4
104349,shot-on-goal,5v4
104350,shot-on-goal,5v4
104352,shot-on-goal,5v4
104356,shot-on-goal,5v5
104363,missed-shot,5v5
104367,shot-on-goal,5v5
104371,shot-on-goal,5v5
104372,missed-shot,5v5
104374,shot-on-goal,5v5
104379,shot-on-goal,5v5
104380,shot-on-goal,5v5
104382,missed-shot,5v5
104391,shot-on-goal,5v5
104396,shot-on-goal,5v5
104400,missed-shot,5v5
104401,missed-shot,5v5
104404,goal,5v5
104408,missed-shot,5v5
104411,shot-on-goal,5v5
104413,missed-shot,5v5
104414,missed-shot,5v5
104416,goal,5v5
104419,shot-on-goal,5v5
104421,missed-shot,5v5
104426,shot-on-goal,5v5
104428,missed-shot,5v5
104434,missed-shot,5v5
104436,goal,5v5
104441,shot-on-goal,5v5
104444,shot-on-goal,5v5
104453,shot-on-goal,Other
104454,goal,Other
104458,shot-on-goal,Other
104462,shot-on-goal,5v4
104464,shot-on-goal,5v4
104465,missed-shot,5v4
104467,shot-on-goal,5v4
104476,shot-on-goal,5v5
104479,shot-on-goal,5v5
104480,missed-shot,5v5
104483,shot-on-goal,5v5
104484,shot-on-goal,5v5
104488,goal,5v4
104490,shot-on-goal,5v5
104494,shot-on-goal,5v5
104504,missed-shot,5v5
104509,shot-on-goal,5v5
104514,shot-on-goal,5v5
104516,shot-on-goal,5v5
104528,shot-on-goal,5v5
104536,missed-shot,5v5
104539,shot-on-goal,5v5
104540,missed-shot,5v5
104544,missed-shot,5v5
104549,shot-on-goal,5v4
104554,shot-on-goal,5v4
104556,shot-on-goal,5v4
104557,goal,5v4
104561,shot-on-goal,5v5
104563,shot-on-goal,5v5
104569,missed-shot,5v5
104572,missed-shot,5v5
104574,missed-shot,5v5
104582,shot-on-goal,5v5
104584,shot-on-goal,5v5
104586,shot-on-goal,5v5
104588,shot-on-goal,5v5
104589,missed-shot,5v5
104600,shot-on-goal,5v5
104608,shot-on-goal,5v5
104611,missed-shot,5v5
104623,shot-on-goal,5v5
104636,missed-shot,5v5
104637,shot-on-goal,5v5
104640,missed-shot,5v5
104642,shot-on-goal,5v5
104643,shot-on-goal,5v5
104645,shot-on-goal,5v5
104647,goal,5v5
104649,goal,5v5
104652,shot-on-goal,5v5
104653,shot-on-goal,5v5
104654,goal,5v5
104664,missed-shot,Other
104668,shot-on-goal,Other
104676,shot-on-goal,5v5
104678,missed-shot,5v5
104683,shot-on-goal,5v5
104684,missed-shot,5v5
104695,shot-on-goal,4v5
104698,shot-on-goal,5v4
104701,shot-on-goal,5v4
104702,shot-on-goal,5v4
104706,shot-on-goal,5v5
104708,shot-on-goal,5v5
104712,goal,5v5
104721,missed-shot,5v5
104724,missed-shot,5v5
104725,missed-shot,5v5
104729,shot-on-goal,5v5
104732,shot-on-goal,5v5
104743,goal,Other
104746,shot-on-goal,5v4
104747,shot-on-goal,5v4
104748,shot-on-goal,5v4
104756,missed-shot,5v5
104764,shot-on-goal,5v5
104765,shot-on-goal,5v5
104772,shot-on-goal,5v5
104775,goal,5v5
104790,shot-on-goal,5v5
104792,shot-on-goal,5v5
104797,shot-on-goal,5v5
104804,goal,5v4
104812,shot-on-goal,4v5
104813,missed-shot,5v5
104814,shot-on-goal,5v5
104824,shot-on-goal,5v4
104825,shot-on-goal,5v4
104827,shot-on-goal,5v4
104829,shot-on-goal,4v5
104831,shot-on-goal,4v5
104832,shot-on-goal,5v5
104836,shot-on-goal,5v5
104837,shot-on-goal,5v5
104839,missed-shot,5v5
104844,missed-shot,5v5
104845,shot-on-goal,5v5
104848,missed-shot,5v5
104851,shot-on-goal,5v5
104852,shot-on-goal,5v5
104853,shot-on-goal,5v5
104854,shot-on-goal,5v5
104857,missed-shot,5v5
104859,shot-on-goal,5v5
104862,missed-shot,5v5
104864,shot-on-goal,5v5
104867,goal,5v5
104872,shot-on-goal,5v5
104875,shot-on-goal,5v5
104876,shot-on-goal,5v5
104880,shot-on-goal,5v5
104890,missed-shot,5v5
104891,shot-on-goal,5v5
104902,shot-on-goal,5v5
104904,missed-shot,5v5
104905,shot-on-goal,5v5
104906,shot-on-goal,5v5
104908,shot-on-goal,5v5
104915,shot-on-goal,Other
104916,goal,Other
104921,shot-on-goal,5v5
104924,shot-on-goal,5v5
104925,shot-on-goal,5v5
104930,missed-shot,5v5
104931,shot-on-goal,5v5
104937,shot-on-goal,5v5
104938,shot-on-goal,5v5
104939,shot-on-goal,5v5
104941,missed-shot,5v5
104946,missed-shot,5v5
104948,shot-on-goal,5v5
104953,shot-on-goal,5v5
104954,shot-on-goal,5v5
104956,goal,5v5
104958,shot-on-goal,5v5
104966,shot-on-goal,5v5
104968,shot-on-goal,5v5
104974,shot-on-goal,Other
104980,shot-on-goal,Other
